1	Wit	Wit	[Wit]	SPEC(deeleigen)	1.000000	O	B-NP	2	mod
18	blauw	blauw	[blauw]	ADJ(prenom,basis,met-e,stan)	0.500000	O	I-NP	19	mod
19	vest	vest	[vest]	N(soort,ev,basis,zijd,stan)	0.500000	O	I-NP	16	obj1
20	aan	aan	[aan]	VZ(fin)	0.861111	O	O	16	svp
21	,	,	[,]	LET()	1.000000	O	O	20	punct
22	drie	drie	[drie]	TW(hoofd,prenom,stan)	0.997436	O	B-NP	23	det
23	mannen	man	[man][en]	N(soort,mv,basis)	0.999775	O	I-NP	24	su
24	hebben	hebben	[heb][en]	WW(pv,tgw,mv)	0.984000	O	B-VP	0	ROOT
25	een	een	[een]	LID(onbep,stan,agr)	0.999528	O	B-NP	26	det
26	tennisracket	tennisracket	[tennis][racket]	N(soort,ev,basis,onz,stan)	0.998807	O	I-NP	24	obj1
27	in_de_hand	in_de_hand	[in]_[de]_[hand]	VZ(init)_LID(bep,stan,rest)_N(soort,ev,basis,zijd,stan)	0.995156	O_O_O	B-VAST_I-VAST_I-VAST	24	predc

1	Foto	foto	[foto]	N(soort,ev,basis,zijd,stan)	0.997420	O	B-NP	0	ROOT
2	van	van	[van]	VZ(init)	0.999697	O	B-PP	1	mod
3	een	een	[een]	LID(onbep,stan,agr)	0.999837	O	B-NP	4	det
4	bureau	bureau	[bureau]	N(soort,ev,basis,onz,stan)	0.997977	O	I-NP	2	obj1
5	met	met	[met]	VZ(init)	0.999480	O	B-PP	4	mod
6	veel	veel	[veel]	VNW(onbep,grad,stan,prenom,zonder,agr,basis)	0.979021	O	B-NP	7	det
7	boeken	boek	[boek][en]	N(soort,mv,basis)	0.740310	O	I-NP	5	obj1
8	op	op	[op]	VZ(init)	0.998077	O	B-PP	7	mod
9	het	het	[het]	LID(bep,stan,evon)	0.999914	O	B-NP	10	det
10	bureau	bureau	[bureau]	N(soort,ev,basis,onz,stan)	0.999486	O	I-NP	8	obj1
11	,	,	[,]	LET()	1.000000	O	O	10	punct
12	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	14	det
13	gele	geel	[geel][e]	ADJ(prenom,basis,met-e,stan)	0.999828	O	I-NP	14	mod
14	skippybal	skippybal	[skippybal]	N(soort,ev,basis,zijd,stan)	0.996689	O	I-NP	17	cnj
15	onder	onder	[onder]	VZ(init)	0.934363	O	B-PP	14	mod
16	bureau	bureau	[bureau]	N(soort,ev,basis,onz,stan)	0.998214	O	B-NP	15	obj1
17	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	8	obj1
18	een	een	[een]	LID(onbep,stan,agr)	0.999528	O	B-NP	19	det
19	speelgoed	speelgoed	[speel][goed]	N(soort,ev,basis,onz,stan)	0.996804	O	I-NP	20	mod
20	aapje	aap	[aap][je]	N(soort,ev,dim,onz,stan)	0.999323	O	I-NP	17	cnj
21	voor	voor	[voor]	VZ(init)	0.998512	O	B-PP	20	mod
22	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	23	det
23	computer	computer	[computer]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	21	obj1

1	Foto	foto	[foto]	N(soort,ev,basis,zijd,stan)	0.997420	O	B-NP	0	ROOT
2	van	van	[van]	VZ(init)	0.999697	O	B-PP	1	mod
3	een	een	[een]	LID(onbep,stan,agr)	0.999038	O	B-NP	4	det
4	straat	straat	[straat]	N(soort,ev,basis,zijd,stan)	0.998566	O	I-NP	2	obj1
5	in	in	[in]	VZ(init)	0.996805	O	B-PP	4	mod
6	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	7	det
7	Zuid-Amerikaanse	zuid-amerikaanse	[zuid-amerikaans][e]	ADJ(prenom,basis,met-e,stan)	0.888889	B-LOC	I-NP	8	cnj
8	of	of	[of]	VG(neven)	0.855677	O	I-NP	5	obj1
9	Midden-Amerikaans	Midden-Amerikaans	[Midden-Amerikaans]	SPEC(deeleigen)	1.000000	B-LOC	I-NP	10	mod
10	land	land	[land]	N(soort,ev,basis,onz,stan)	0.998377	O	I-NP	8	cnj
11	,	,	[,]	LET()	1.000000	O	O	10	punct
12	een	een	[een]	LID(onbep,stan,agr)	0.999560	O	B-NP	13	det
13	ezel	ezel	[ezel]	N(soort,ev,basis,zijd,stan)	0.999061	O	I-NP	10	app
14	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.994854	O	B-SBAR	13	mod
15	de	de	[de]	LID(bep,stan,rest)	0.999665	O	B-NP	16	det
16	kar	kar	[kar]	N(soort,ev,basis,zijd,stan)	0.998984	O	I-NP	17	obj1
17	voortrekt	voortrekken	[voor][trek][t]	WW(pv,tgw,met-t)	0.998774	O	B-VP	14	body
18	,	,	[,]	LET()	1.000000	O	O	17	punct
19	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	21	det
20	groene	groen	[groen][e]	ADJ(prenom,basis,met-e,stan)	0.999745	O	I-NP	21	mod
21	auto	auto	[auto]	N(soort,ev,basis,zijd,stan)	0.999220	O	I-NP	0	ROOT

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	foto	foto	[foto]	N(soort,ev,basis,zijd,stan)	0.999316	O	I-NP	0	ROOT
3	van	van	[van]	VZ(init)	0.999667	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999038	O	B-NP	5	det
5	keeper	keeper	[keeper]	N(soort,ev,basis,zijd,stan)	0.999061	O	I-NP	3	obj1
6	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.994444	O	B-SBAR	5	mod
7	in	in	[in]	VZ(init)	0.998790	O	B-PP	10	cnj
8	een	een	[een]	LID(onbep,stan,agr)	0.997381	O	B-NP	9	det
9	voetbalwedstrijd	voetbalwedstrijd	[voet][bal][wed][strijd]	N(soort,ev,basis,zijd,stan)	0.997543	O	I-NP	7	obj1
10	of	of	[of]	VG(neven)	0.972376	O	B-CONJP	6	body
11	voor	voor	[voor]	VZ(init)	0.998512	O	B-PP	10	cnj
12	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	13	det
13	voetbalwedstrijd	voetbalwedstrijd	[voet][bal][wed][strijd]	N(soort,ev,basis,zijd,stan)	0.996536	O	I-NP	11	obj1
14	een	een	[een]	LID(onbep,stan,agr)	0.999573	O	B-NP	15	det
15	bal	bal	[bal]	N(soort,ev,basis,zijd,stan)	0.950000	O	I-NP	16	obj1
16	vangt	vangen	[vang][t]	WW(pv,tgw,met-t)	0.998774	O	B-VP	6	body
17	,	,	[,]	LET()	1.000000	O	O	16	punct
18	op	op	[op]	VZ(init)	0.997760	O	B-PP	16	mod
19	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	20	det
20	achtergrond	achtergrond	[achter][grond]	N(soort,ev,basis,zijd,stan)	0.996536	O	I-NP	18	obj1
21	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	22	det
22	banner	banner	[banner]	SPEC(vreemd)	1.000000	O	I-NP	18	obj1
23	van	van	[van]	VZ(init)	0.999849	O	B-PP	22	mod
24	het	het	[het]	LID(bep,stan,evon)	0.964029	O	B-NP	25	det
25	merk	merk	[merk]	N(soort,ev,basis,onz,stan)	0.548387	O	I-NP	23	obj1
26	Sony	Sony	[Sony]	SPEC(deeleigen)	1.000000	B-ORG	B-NP	25	app

1	Foto	foto	[foto]	N(soort,ev,basis,zijd,stan)	0.997420	O	B-NP	0	ROOT
2	van	van	[van]	VZ(init)	0.999697	O	B-PP	1	mod
3	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	4	det
4	etenstafel	etenstafel	[et][enstafel]	N(soort,ev,basis,zijd,stan)	1.000000	O	I-NP	2	obj1
5	waar	waar	[waar]	VNW(vb,adv-pron,obl,vol,3o,getal)	0.823774	O	B-SBAR	4	mod
6	verschillende	verschillend	[verschillend][e]	ADJ(prenom,basis,met-e,stan)	0.800000	O	B-NP	7	mod
7	vrouwen	vrouw	[vrouw][en]	N(soort,mv,basis)	0.998948	O	I-NP	8	obj1
8	aanzitten	aanzitten	[aan][zit][en]	WW(inf,vrij,zonder)	0.700000	O	B-VP	5	body
9	,	,	[,]	LET()	1.000000	O	O	8	punct
10	allemaal	allemaal	[allemaal]	BW()	0.998251	O	B-ADVP	8	mod
11	een	een	[een]	LID(onbep,stan,agr)	0.997850	O	B-NP	12	det
12	glas	glas	[glas]	N(soort,ev,basis,onz,stan)	0.990991	O	I-NP	10	body
13	wijn	wijn	[wijn]	N(soort,ev,basis,zijd,stan)	0.998306	O	B-NP	12	mod
14	op_tafel	op_tafel	[op]_[tafel]	VZ(init)_N(soort,ev,basis,zijd,stan)	0.992336	O_O	B-PP_B-NP	0	ROOT

1	Foto	foto	[foto]	N(soort,ev,basis,zijd,stan)	0.997420	O	B-NP	0	ROOT
2	van	van	[van]	VZ(init)	0.999697	O	B-PP	1	mod
3	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	4	det
4	viaduct	viaduct	[viaduct]	N(soort,ev,basis,onz,stan)	0.833333	O	I-NP	2	obj1
5	met	met	[met]	VZ(init)	0.999480	O	B-PP	4	mod
6	op	op	[op]	VZ(init)	0.997760	O	B-PP	4	mod
7	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	8	det
8	achtergrond	achtergrond	[achter][grond]	N(soort,ev,basis,zijd,stan)	0.995070	O	I-NP	6	obj1
9	de	de	[de]	LID(bep,stan,rest)	0.992063	O	B-NP	10	det
10	Ikea	Ikea	[Ikea]	SPEC(deeleigen)	1.000000	B-LOC	I-NP	11	cnj
11	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	2	obj1
12	het	het	[het]	LID(bep,stan,evon)	0.970588	O	B-NP	13	det
13	Premiere_Inn_Hotel	Premiere_Inn_Hotel	[Premiere]_[Inn]_[Hotel]	SPEC(deeleigen)_SPEC(deeleigen)_SPEC(deeleigen)	1.000000	B-ORG_I-ORG_I-ORG	I-NP_I-NP_I-NP	11	cnj

1	een	een	[een]	LID(onbep,stan,agr)	0.999560	O	B-NP	2	det
2	foto	foto	[foto]	N(soort,ev,basis,zijd,stan)	0.999268	O	I-NP	0	ROOT
3	van	van	[van]	VZ(init)	0.999667	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	5	det
5	schaap	schaap	[schaap]	N(soort,ev,basis,onz,stan)	0.636364	O	I-NP	3	obj1
6	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.630682	O	B-SBAR	5	mod
7	geschoren	scheren	[ge][scheer][en]	WW(vd,vrij,zonder)	0.986842	O	B-VP	8	vc
8	wordt	worden	[word][t]	WW(pv,tgw,met-t)	0.999676	O	B-VP	6	body
9	door	door	[door]	VZ(init)	0.996204	O	B-PP	5	vc
10	een	een	[een]	LID(onbep,stan,agr)	0.997543	O	B-NP	11	det
11	vrouw	vrouw	[vrouw]	N(soort,ev,basis,zijd,stan)	0.997481	O	I-NP	9	obj1
12	,	,	[,]	LET()	1.000000	O	O	11	punct
13	een	een	[een]	LID(onbep,stan,agr)	0.999573	O	B-NP	14	det
14	man	man	[man]	N(soort,ev,basis,zijd,stan)	0.997938	O	I-NP	21	su
15	met	met	[met]	VZ(init)	0.999761	O	B-PP	14	mod
16	een	een	[een]	LID(onbep,stan,agr)	0.999052	O	B-NP	17	det
17	pet	pet	[pet]	N(soort,ev,basis,zijd,stan)	0.998306	O	I-NP	15	obj1
18	op	op	[op]	VZ(init)	0.500000	O	B-PP	17	mod
19	die	die	[die]	VNW(aanw,det,stan,prenom,zonder,rest)	0.500000	O	B-NP	21	None
20	ernaast	ernaast	[er][naast]	BW()	0.994845	O	B-PP	21	ld
21	staat	staan	[sta][t]	WW(pv,tgw,met-t)	0.852941	O	B-VP	22	cnj
22	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	0	ROOT
23	twee	twee	[twee]	TW(hoofd,prenom,stan)	0.992147	O	B-NP	25	det
24	jonge	jong	[jong][e]	ADJ(prenom,basis,met-e,stan)	0.999790	O	I-NP	25	mod
25	vrouwen	vrouw	[vrouw][en]	N(soort,mv,basis)	0.999597	O	I-NP	22	cnj
26	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.760664	O	B-SBAR	25	mod
27	aan_het	aan_het	[aan]_[het]	VZ(init)_LID(bep,stan,evon)	0.993854	O_O	B-VAST_I-VAST	29	vc
28	toekijken	toekijken	[toe][kijk][en]	WW(inf,nom,zonder,zonder-n)	0.857143	O	I-VAST	27	body
29	zijn	zijn	[zijn]	WW(inf,vrij,zonder)	1.000000	O	B-VP	26	body

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	foto	foto	[foto]	N(soort,ev,basis,zijd,stan)	0.999316	O	I-NP	0	ROOT
3	van	van	[van]	VZ(init)	0.999667	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999038	O	B-NP	5	None
5	tv	tv	[tv]	SPEC(afk)	1.000000	O	I-NP	3	obj1
6	waarop	waarop	[waar][op]	BW()	0.995327	O	B-SBAR	5	mod
7	een	een	[een]	LID(onbep,stan,agr)	0.998962	O	B-NP	8	det
8	agent	agent	[ageer][ent]	N(soort,ev,basis,zijd,stan)	0.994737	O	I-NP	3	obj1
9	laat	laat	[laat]	ADJ(vrij,basis,zonder)	0.981481	O	B-ADVP	10	mod
10	gezien	zien	[ge][zie][n]	WW(vd,vrij,zonder)	0.952504	O	B-VP	11	vc
11	worden	worden	[word][en]	WW(inf,vrij,zonder)	0.692308	O	I-VP	0	ROOT
12	op	op	[op]	VZ(init)	0.970588	O	B-PP	0	ROOT
13	Fox	Fox	[Fox]	SPEC(deeleigen)	1.000000	B-PER	B-NP	12	obj1
14	11	11	[11]	TW(hoofd,vrij)	0.764368	O	I-NP	13	mod
15	om	om	[om]	VZ(init)	0.992692	O	B-PP	14	mod
16	half	half	[half]	ADJ(prenom,basis,zonder)	1.000000	O	B-NP	17	mod
17	9	9	[9]	TW(hoofd,vrij)	0.698220	O	I-NP	0	ROOT
18	's_ochtends	's_ochtend	['s]_[ochtend][s]	LID(bep,gen,evmo)_N(soort,ev,basis,gen)	0.965273	O_O	B-ADVP_I-ADVP	0	ROOT

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	foto	foto	[foto]	N(soort,ev,basis,zijd,stan)	0.999316	O	I-NP	0	ROOT
3	van	van	[van]	VZ(init)	0.999667	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.997543	O	B-NP	5	det
5	vrouw	vrouw	[vrouw]	N(soort,ev,basis,zijd,stan)	0.997481	O	I-NP	3	obj1
6	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.842105	O	B-SBAR	5	mod
7	twee	twee	[twee]	TW(hoofd,prenom,stan)	0.995720	O	B-NP	8	det
8	beesten	beest	[beest][en]	N(soort,mv,basis)	0.999262	O	I-NP	11	obj1
9	bij	bij	[bij]	VZ(init)	0.858769	O	B-PP	8	mod
10	zich	zich	[zich]	VNW(refl,pron,obl,red,3,getal)	0.999740	O	B-NP	9	se
11	heeft	hebben	[heb][t]	WW(pv,tgw,met-t)	0.999602	O	B-VP	6	body
12	,	,	[,]	LET()	1.000000	O	O	11	punct
13	eentje	een	[eentje]	TW(hoofd,nom,zonder-n,dim)	0.997940	O	B-NP	11	su
14	heeft	hebben	[heb][t]	WW(pv,tgw,met-t)	0.999599	O	B-VP	0	ROOT
15	ze	ze	[ze]	VNW(pers,pron,stan,red,3,ev,fem)	0.625000	O	B-NP	14	su
16	op	op	[op]	VZ(init)	0.869565	O	B-PP	18	mod
17	schoot	schoot	[schoot]	N(soort,ev,basis,zijd,stan)	0.909091	O	B-NP	16	obj1
18	zitten	zitten	[zit][en]	WW(pv,tgw,mv)	0.714286	O	B-VP	0	ROOT
19	de	de	[de]	LID(bep,stan,rest)	0.981886	O	B-NP	20	det
20	ander	ander	[ander]	ADJ(nom,basis,zonder,zonder-n)	0.938272	O	I-NP	18	obj1
21	zit	zitten	[zit]	WW(pv,tgw,ev)	0.997706	O	B-VP	0	ROOT
22	op	op	[op]	VZ(init)	0.993651	O	B-PP	21	ld
23	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	24	det
24	grond	grond	[grond]	N(soort,ev,basis,zijd,stan)	0.999461	O	I-NP	22	obj1
25	en	en	[en]	VG(neven)	0.997774	O	B-CONJP	0	ROOT
26	is	zijn	[zijn]	WW(pv,tgw,ev)	0.999447	O	B-VP	0	ROOT
27	ze	ze	[ze]	VNW(pers,pron,stan,red,3,ev,fem)	0.772727	O	B-NP	26	su
28	aan_het	aan_het	[aan]_[het]	VZ(init)_LID(bep,stan,evon)	0.995524	O_O	B-PP_I-PP	26	vc
29	aaien	aaien	[aai][en]	WW(inf,vrij,zonder)	0.862069	O	B-VP	28	body

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	foto	foto	[foto]	N(soort,ev,basis,zijd,stan)	0.999316	O	I-NP	0	ROOT
3	van	van	[van]	VZ(init)	0.999667	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999038	O	B-NP	5	det
5	tafel	tafel	[tafel]	N(soort,ev,basis,zijd,stan)	0.999293	O	I-NP	3	obj1
6	belegd	beleggen	[be][leg][d]	WW(vd,vrij,zonder)	0.999154	O	B-VP	0	ROOT
7	met	met	[met]	VZ(init)	0.999688	O	B-PP	6	mod
8	croissants	croissant	[croissant][s]	N(soort,mv,basis)	0.996016	O	B-NP	7	obj1
9	,	,	[,]	LET()	1.000000	O	O	8	punct
10	groenten	groente	[groen][te][n]	N(soort,mv,basis)	0.998847	O	B-NP	15	cnj
11	,	,	[,]	LET()	1.000000	O	O	10	punct
12	appel	appel	[appel]	N(soort,ev,basis,zijd,stan)	0.913043	O	B-NP	15	cnj
13	,	,	[,]	LET()	1.000000	O	O	12	punct
14	wortels	wortel	[wortel][s]	N(soort,mv,basis)	0.997993	O	B-NP	15	cnj
15	en	en	[en]	VG(neven)	0.999615	O	B-CONJP	7	obj1
16	worst	worst	[worst]	N(soort,ev,basis,zijd,stan)	0.997691	O	B-NP	15	cnj

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	vrouw	vrouw	[vrouw]	N(soort,ev,basis,zijd,stan)	0.997481	O	I-NP	0	ROOT
3	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.666667	O	B-SBAR	2	mod
4	groente	groente	[groen][te]	N(soort,ev,basis,zijd,stan)	0.998984	O	B-NP	5	obj1
5	verkoopt	verkopen	[ver][koop][t]	WW(pv,tgw,met-t)	0.998774	O	B-VP	3	body
6	,	,	[,]	LET()	1.000000	O	O	5	punct
7	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	9	det
8	hele	heel	[heel][e]	ADJ(prenom,basis,met-e,stan)	0.997925	O	I-NP	9	mod
9	lading	lading	[laad][ing]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	0	ROOT
10	avocado's	avocado	[avocado][s]	N(soort,mv,basis)	1.000000	O	I-NP	9	mod
11	met	met	[met]	VZ(init)	0.999480	O	B-PP	10	mod
12	daarnaast	daarnaast	[daar][naast]	BW()	0.994536	O	B-PP	11	mod
13	een	een	[een]	LID(onbep,stan,agr)	0.999522	O	B-NP	14	det
14	aantal	aantal	[aan][tal]	N(soort,ev,basis,onz,stan)	0.999790	O	I-NP	11	obj1
15	trossen	tros	[tros][en]	N(soort,mv,basis)	0.999011	O	I-NP	14	mod
16	bananen	banaan	[banaan][en]	N(soort,mv,basis)	0.998020	O	B-NP	15	mod

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	tafel	tafel	[tafel]	N(soort,ev,basis,zijd,stan)	0.999316	O	I-NP	0	ROOT
3	van	van	[van]	VZ(init)	0.999667	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999573	O	B-NP	5	det
5	groep	groep	[groep]	N(soort,ev,basis,zijd,stan)	0.997481	O	I-NP	0	ROOT
6	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.988889	O	B-SBAR	5	mod
7	aan_het	aan_het	[aan]_[het]	VZ(init)_LID(bep,stan,evon)	0.699641	O_O	B-VAST_I-VAST	9	vc
8	eten	eten	[eet][en]	WW(inf,nom,zonder,zonder-n)	1.000000	O	B-NP	7	body
9	is	zijn	[zijn]	WW(pv,tgw,ev)	0.998861	O	B-VP	6	body
10	,	,	[,]	LET()	1.000000	O	O	9	punct
11	jonge	jong	[jong][e]	ADJ(prenom,basis,met-e,stan)	0.999807	O	B-NP	12	mod
12	mensen	mens	[mens][en]	N(soort,mv,basis)	0.999865	O	I-NP	9	mod
13	,	,	[,]	LET()	1.000000	O	O	12	punct
14	drie	drie	[drie]	TW(hoofd,prenom,stan)	0.997436	O	B-NP	15	det
15	personen	persoon	[persoon][en]	N(soort,mv,basis)	0.999775	O	I-NP	16	su
16	hebben	hebben	[heb][en]	WW(pv,tgw,mv)	0.984000	O	B-VP	0	ROOT
17	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	19	det
18	rood	rood	[rood]	ADJ(prenom,basis,zonder)	0.906250	O	I-NP	19	mod
19	t-shirt	t-shirt	[t-][shirt]	N(soort,ev,basis,onz,stan)	0.627451	O	I-NP	20	cnj
20	of	of	[of]	VG(neven)	0.855677	O	B-CONJP	16	obj1
21	polo	polo	[polo]	N(soort,ev,basis,zijd,stan)	0.937500	O	B-NP	20	cnj
22	aan	aan	[aan]	VZ(fin)	1.000000	O	O	16	svp

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	foto	foto	[foto]	N(soort,ev,basis,zijd,stan)	0.999316	O	I-NP	0	ROOT
3	van	van	[van]	VZ(init)	0.999667	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999837	O	B-NP	5	det
5	klaslokaal	klaslokaal	[klas][lokaal]	N(soort,ev,basis,onz,stan)	0.999486	O	I-NP	3	obj1
6	,	,	[,]	LET()	1.000000	O	O	5	punct
7	een	een	[een]	LID(onbep,stan,agr)	0.999573	O	B-NP	8	det
8	jongen	jong	[jongen]	N(soort,ev,basis,zijd,stan)	0.960000	O	I-NP	3	obj1
9	met	met	[met]	VZ(init)	0.999761	O	B-PP	8	mod
10	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	12	det
11	wit	wit	[wit]	ADJ(prenom,basis,zonder)	0.906250	O	I-NP	12	mod
