1	vliegende	vliegen	[vlieg][end][e]	WW(od,prenom,met-e)	0.996195	O	B-NP	2	mod
13	op_tafel	op_tafel	[op]_[tafel]	VZ(init)_N(soort,ev,basis,zijd,stan)	0.992336	O_O	B-PP_B-NP	0	ROOT

1	Twee	twee	[twee]	TW(hoofd,prenom,stan)	0.661191	O	B-NP	2	det
2	borden	bord	[bord][en]	N(soort,mv,basis)	0.998847	O	I-NP	0	ROOT
3	,	,	[,]	LET()	1.000000	O	O	2	punct
4	een	een	[een]	LID(onbep,stan,agr)	0.500000	O	B-DETP	7	det
5	met	met	[met]	VZ(init)	0.999761	O	B-PP	7	None
6	een	een	[een]	LID(onbep,stan,agr)	0.999573	O	B-NP	7	det
7	croissantje	croissant	[croissant][je]	N(soort,ev,dim,onz,stan)	0.999323	O	I-NP	8	cnj
8	of	of	[of]	VG(neven)	0.960903	O	B-CONJP	2	mod
9	een	een	[een]	LID(onbep,stan,agr)	0.999907	O	B-NP	10	det
10	broodje	brood	[brood][je]	N(soort,ev,dim,onz,stan)	0.999323	O	I-NP	11	cnj
11	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	8	cnj
12	een	een	[een]	LID(onbep,stan,agr)	0.666667	O	B-DETP	15	det
13	met	met	[met]	VZ(init)	0.999761	O	B-PP	15	None
14	een	een	[een]	LID(onbep,stan,agr)	0.999052	O	B-NP	15	det
15	salade	salade	[salade]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	11	cnj

1	Drie	drie	[drie]	TW(hoofd,prenom,stan)	0.996337	O	B-NP	2	det
2	mensen	mens	[mens][en]	N(soort,mv,basis)	0.999865	O	I-NP	0	ROOT
3	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.866616	O	B-SBAR	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999560	O	B-NP	5	det
5	pizza	pizza	[pizza]	N(soort,ev,basis,zijd,stan)	0.999172	O	I-NP	8	obj1
6	aan_het	aan_het	[aan]_[het]	VZ(init)_LID(bep,stan,evon)	0.700256	O_O	B-PP_I-PP	8	vc
7	eten	eten	[eet][en]	WW(inf,nom,zonder,zonder-n)	0.666667	O	B-VP	6	body
8	zijn	zijn	[zijn]	WW(inf,vrij,zonder)	1.000000	O	B-VP	0	ROOT

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	studiedesk	studiedesk	[studie][desk]	N(soort,ev,basis,onz,stan)	0.516993	O	I-NP	6	cnj
3	met	met	[met]	VZ(init)	0.999761	O	B-PP	2	mod
