1	2	2	[2]	TW(hoofd,prenom,stan)	0.777778	O	B-NP	2	det
6	in	in	[in]	VZ(init)	0.931125	O	B-PP	13	mod
7	hun	hun	[hun]	VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr)	0.918501	O	B-NP	8	det
8	pyjama	pyjama	[pyjama]	N(soort,ev,basis,zijd,stan)	0.829268	O	I-NP	6	obj1
9	met	met	[met]	VZ(init)	0.999761	O	B-PP	8	mod
10	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	11	det
11	wii	wii	[wius]	N(soort,ev,basis,zijd,stan)	0.509762	O	I-NP	9	obj1
12	inclusief	inclusief	[inclusie][f]	ADJ(vrij,basis,zonder)	0.923077	O	B-ADVP	13	mod
13	spellen	spellen	[spel][en]	WW(inf,vrij,zonder)	0.600000	O	B-NP	5	body
14	op	op	[op]	VZ(init)	0.997760	O	B-PP	13	mod
15	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	16	det
16	grond	grond	[grond]	N(soort,ev,basis,zijd,stan)	0.999440	O	I-NP	14	obj1
17	voor	voor	[voor]	VZ(init)	0.996542	O	B-PP	16	mod
18	tv	tv	[tv]	SPEC(afk)	1.000000	O	B-NP	17	obj1
19	zitten	zitten	[zit][en]	WW(inf,vrij,zonder)	0.534784	O	B-VP	17	obj1

1	drie	drie	[drie]	TW(hoofd,prenom,stan)	0.997436	O	B-NP	2	det
2	vrouwen	vrouw	[vrouw][en]	N(soort,mv,basis)	0.999597	O	I-NP	0	ROOT
3	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.866616	O	B-SBAR	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999907	O	B-NP	5	det
5	drankje	drank	[drank][je]	N(soort,ev,dim,onz,stan)	0.999323	O	I-NP	6	obj1
6	drinken	drinken	[drink][en]	WW(inf,vrij,zonder)	0.704403	O	B-VP	3	body
7	aan	aan	[aan]	VZ(init)	0.993007	O	B-PP	6	mod
8	een	een	[een]	LID(onbep,stan,agr)	0.998054	O	B-NP	9	det
9	tafel	tafel	[tafel]	N(soort,ev,basis,zijd,stan)	0.998248	O	I-NP	10	cnj
10	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	7	obj1
11	een	een	[een]	LID(onbep,stan,agr)	0.999528	O	B-NP	12	det
12	bord	bord	[bord]	N(soort,ev,basis,onz,stan)	0.997977	O	I-NP	10	cnj
13	met	met	[met]	VZ(init)	0.999728	O	B-PP	12	mod
14	tekst	tekst	[tekst]	N(soort,ev,basis,zijd,stan)	0.998306	O	B-NP	13	obj1
15	op	op	[op]	VZ(init)	0.998108	O	B-PP	14	mod
16	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	17	det
17	achtergrond	achtergrond	[achter][grond]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	15	obj1

1	vier	vier	[vier]	TW(hoofd,prenom,stan)	0.614374	O	B-NP	3	det
2	oudere	oud	[oud][er][e]	ADJ(prenom,comp,met-e,stan)	0.995409	O	I-NP	3	mod
3	mannen	man	[man][en]	N(soort,mv,basis)	0.999597	O	I-NP	0	ROOT
4	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.928571	O	B-SBAR	3	mod
5	poseren	poseren	[pose][eer][en]	WW(pv,tgw,mv)	1.000000	O	B-VP	4	body
6	met	met	[met]	VZ(init)	0.999480	O	B-PP	5	pc
7	tennisrackets	tennisracket	[tennis][racket][s]	N(soort,mv,basis)	0.752314	O	B-NP	6	obj1
8	bij	bij	[bij]	VZ(init)	0.997868	O	B-PP	7	mod
9	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	10	det
10	tennisnet	tennisnet	[tennis][net]	N(soort,ev,basis,onz,stan)	0.938813	O	I-NP	8	obj1

1	een	een	[een]	LID(onbep,stan,agr)	0.999560	O	B-NP	2	det
2	honkbalspeler	honkbalspeler	[honk][bal][speel][er]	N(soort,ev,basis,zijd,stan)	0.999295	O	I-NP	0	ROOT
3	met	met	[met]	VZ(init)	0.999761	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	6	det
5	vrolijke	vrolijk	[vrolijk][e]	ADJ(prenom,basis,met-e,stan)	0.999828	O	I-NP	6	mod
6	fotograaf	fotograaf	[fotograaf]	N(soort,ev,basis,zijd,stan)	0.998894	O	I-NP	3	obj1
7	op	op	[op]	VZ(init)	0.998108	O	B-PP	6	mod
8	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	9	det
9	achtergrond	achtergrond	[achter][grond]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	7	obj1

1	een	een	[een]	LID(onbep,stan,agr)	0.999560	O	B-NP	2	det
2	vluchthaven	vluchthaven	[vlucht][haven]	N(soort,ev,basis,zijd,stan)	0.998581	O	I-NP	0	ROOT
3	waar	waar	[waar]	VNW(vb,adv-pron,obl,vol,3o,getal)	0.963470	O	B-ADVP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999528	O	B-NP	5	det
5	vliegtuig	vliegtuig	[vlieg][tuig]	N(soort,ev,basis,onz,stan)	0.998361	O	I-NP	8	su
6	van	van	[van]	VZ(init)	0.959310	O	B-PP	5	mod
7	lufthansa	lufthansa	[lufthansa]	N(soort,ev,basis,zijd,stan)	0.635656	O	B-NP	6	obj1
8	gaat	gaan	[ga][t]	WW(pv,tgw,met-t)	0.999736	O	B-VP	3	body
9	opstijgen	opstijgen	[op][stijg][en]	WW(inf,vrij,zonder)	0.862069	O	I-VP	8	vc

1	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	3	det
2	gele	geel	[geel][e]	ADJ(prenom,basis,met-e,stan)	0.999828	O	I-NP	3	mod
3	boot	boot	[boot]	N(soort,ev,basis,zijd,stan)	0.998894	O	I-NP	7	obj1
4	op	op	[op]	VZ(init)	0.996161	O	B-PP	3	mod
5	een	een	[een]	LID(onbep,stan,agr)	0.999286	O	B-NP	6	det
6	zee	zee	[zee]	N(soort,ev,basis,zijd,stan)	0.999293	O	I-NP	4	obj1
7	omringd	omringen	[om][ring][d]	WW(vd,vrij,zonder)	0.999154	O	B-ADJP	0	ROOT
8	met	met	[met]	VZ(init)	0.999688	O	B-PP	7	mod
9	rotsen	rots	[rots][en]	N(soort,mv,basis)	0.997650	O	B-NP	10	cnj
10	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	8	obj1
11	meeuwen	meeuw	[meeuw][en]	N(soort,mv,basis)	0.998020	O	B-NP	10	cnj

1	4	4	[4]	TW(hoofd,prenom,stan)	0.863741	O	B-NP	2	det
2	mensen	mens	[mens][en]	N(soort,mv,basis)	0.999865	O	I-NP	11	su
3	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.625724	O	B-SBAR	2	mod
4	met	met	[met]	VZ(init)	0.999480	O	B-PP	11	None
5	snowboard	snowboard	[snow][board]	N(soort,ev,basis,onz,stan)	0.995169	O	B-NP	6	cnj
6	of	of	[of]	VG(neven)	0.855677	O	B-CONJP	4	obj1
7	skies	skies	[skies]	N(soort,mv,basis)	0.659522	O	B-NP	6	cnj
8	op	op	[op]	VZ(init)	0.996568	O	B-PP	7	mod
9	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	10	det
10	piste	piste	[piste]	N(soort,ev,basis,zijd,stan)	0.998813	O	I-NP	8	obj1
11	staan	staan	[sta]	WW(pv,tgw,mv)	1.000000	O	B-VP	12	cnj
12	en	en	[en]	VG(neven)	0.999336	O	B-CONJP	0	ROOT
13	hierbij	hierbij	[hier][bij]	BW()	0.992453	O	B-PP	14	mod
14	lachen	lachen	[lach][en]	WW(inf,vrij,zonder)	0.862069	O	B-VP	12	cnj

1	een	een	[een]	LID(onbep,stan,agr)	0.997543	O	B-NP	2	det
2	vrouw	vrouw	[vrouw]	N(soort,ev,basis,zijd,stan)	0.997481	O	I-NP	6	su
3	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.988889	O	B-SBAR	2	mod
4	aan	aan	[aan]	VZ(init)	0.983740	O	B-PP	6	predc
5	tafel	tafel	[tafel]	N(soort,ev,basis,zijd,stan)	0.997976	O	B-NP	4	obj1
6	zit	zitten	[zit]	WW(pv,tgw,ev)	0.994691	O	B-VP	0	ROOT
7	met	met	[met]	VZ(init)	0.999761	O	B-PP	6	pc
8	een	een	[een]	LID(onbep,stan,agr)	0.999837	O	B-NP	9	det
9	bord	bord	[bord]	N(soort,ev,basis,onz,stan)	0.996804	O	I-NP	10	obj1
10	eten	eten	[eet][en]	WW(inf,vrij,zonder)	0.500000	O	B-VP	7	obj1
11	voor	voor	[voor]	VZ(init)	0.995556	O	B-PP	10	mod
12	zich	zich	[zich]	VNW(refl,pron,obl,red,3,getal)	0.999740	O	B-NP	11	se
13	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	11	obj1
14	een	een	[een]	LID(onbep,stan,agr)	0.999573	O	B-NP	15	det
15	man	man	[man]	N(soort,ev,basis,zijd,stan)	0.995858	O	I-NP	13	cnj
16	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.689231	O	B-SBAR	15	mod
17	naar	naar	[naar]	VZ(init)	0.970603	O	B-PP	19	pc
18	haar	haar	[haar]	VNW(pers,pron,obl,vol,3,getal,fem)	0.972222	O	B-NP	17	obj1
19	kijkt	kijken	[kijk][t]	WW(pv,tgw,met-t)	0.998984	O	B-VP	16	body

1	een	een	[een]	LID(onbep,stan,agr)	0.999560	O	B-NP	2	det
2	woonwinkel	woonwinkel	[woon][winkel]	N(soort,ev,basis,zijd,stan)	0.998581	O	I-NP	0	ROOT
3	waar	waar	[waar]	VNW(vb,adv-pron,obl,vol,3o,getal)	0.963470	O	B-SBAR	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999560	O	B-NP	5	det
5	zithoek	zithoek	[zit][hoek]	N(soort,ev,basis,zijd,stan)	0.999117	O	I-NP	12	cnj
6	te	te	[te]	VZ(init)	0.999976	O	B-VP	5	mod
7	zien	zien	[zie][n]	WW(inf,vrij,zonder)	0.805195	O	I-VP	6	body
8	is	zijn	[zijn]	WW(pv,tgw,ev)	0.999765	O	B-VP	9	None
9	met	met	[met]	VZ(init)	0.999480	O	B-PP	5	mod
10	grijze	grijs	[grijs][e]	ADJ(prenom,basis,met-e,stan)	0.999143	O	B-NP	11	mod
11	banken	bank	[bank][en]	N(soort,mv,basis)	0.997993	O	I-NP	9	obj1
12	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	3	body
13	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	15	det
14	groene	groen	[groen][e]	ADJ(prenom,basis,met-e,stan)	0.990169	O	I-NP	15	mod
15	plant	plant	[plant]	N(soort,ev,basis,zijd,stan)	0.750000	O	I-NP	12	cnj
16	op_tafel	op_tafel	[op]_[tafel]	VZ(init)_N(soort,ev,basis,zijd,stan)	0.992336	O_O	B-PP_B-NP	0	ROOT

1	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	3	det
2	rode	rood	[rood][e]	ADJ(prenom,basis,met-e,stan)	0.990169	O	I-NP	3	mod
3	tourbus	tourbus	[tour][bus]	N(soort,ev,basis,zijd,stan)	0.663236	O	I-NP	0	ROOT
4	in	in	[in]	VZ(init)	0.999588	O	B-PP	3	mod
5	Londen	Londen	[Londen]	SPEC(deeleigen)	1.000000	B-LOC	B-NP	4	obj1
6	die	die	[die]	VNW(aanw,pron,stan,vol,3,getal)	0.500000	O	B-NP	5	obj1
7	op	op	[op]	VZ(init)	0.996560	O	B-PP	6	mod
8	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	10	det
9	besneeuwde	besneeuwde	[be][sneeuw][de]	ADJ(prenom,basis,met-e,stan)	0.703883	O	I-NP	10	mod
10	weg	weg	[weg]	N(soort,ev,basis,zijd,stan)	1.000000	O	I-NP	7	obj1
11	voor	voor	[voor]	VZ(init)	0.997829	O	B-PP	10	mod
12	een	een	[een]	LID(onbep,stan,agr)	0.998374	O	B-NP	13	det
13	lantaarnpaal	lantaarnpaal	[lantaarn][paal]	N(soort,ev,basis,zijd,stan)	0.833333	O	I-NP	11	obj1
14	staat	staat	[staat]	N(soort,ev,basis,zijd,stan)	1.000000	O	B-NP	0	ROOT

1	twee	twee	[twee]	TW(hoofd,prenom,stan)	0.995720	O	O	2	det
2	paarden	paard	[paard][en]	N(soort,mv,basis)	0.998435	O	B-NP	0	ROOT
3	in	in	[in]	VZ(init)	0.998790	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999837	O	B-NP	5	det
5	park	park	[park]	N(soort,ev,basis,onz,stan)	0.986842	O	I-NP	3	obj1
6	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.697647	O	B-SBAR	5	mod
7	verzorgd	verzorgen	[ver][zorgd]	WW(vd,vrij,zonder)	0.999334	O	B-VP	8	vc
8	worden	worden	[word][en]	WW(pv,tgw,mv)	1.000000	O	I-VP	6	body
9	door	door	[door]	VZ(init)	0.998995	O	B-PP	5	vc
10	mensen	mens	[mens][en]	N(soort,mv,basis)	0.999865	O	B-NP	11	cnj
11	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	9	obj1
12	een	een	[een]	LID(onbep,stan,agr)	0.999907	O	B-NP	13	det
13	meisje	meisje	[meisje]	N(soort,ev,dim,onz,stan)	0.999323	O	I-NP	11	cnj
14	dat	dat	[dat]	VNW(betr,pron,stan,vol,3,ev)	1.000000	O	B-SBAR	13	mod
15	op	op	[op]	VZ(init)	0.994085	O	B-PP	17	pc
16	straat	straat	[straat]	N(soort,ev,basis,zijd,stan)	0.998984	O	B-NP	15	obj1
17	huppelt	huppelen	[huppel][t]	WW(pv,tgw,met-t)	0.998984	O	B-VP	14	body

1	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	3	det
2	besneeuwde	besneeuwde	[be][sneeuw][de]	ADJ(prenom,basis,met-e,stan)	0.703883	O	I-NP	3	mod
3	weg	weg	[weg]	N(soort,ev,basis,zijd,stan)	1.000000	O	I-NP	0	ROOT
4	met	met	[met]	VZ(init)	0.999480	O	B-PP	3	mod
5	veel	veel	[veel]	VNW(onbep,grad,stan,prenom,zonder,agr,basis)	0.986239	O	B-NP	6	det
6	auto's	auto	[auto][s]	N(soort,mv,basis)	0.999597	O	I-NP	4	obj1
7	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.866616	O	B-SBAR	6	mod
8	een	een	[een]	LID(onbep,stan,agr)	0.999528	O	B-NP	9	det
9	kruispunt	kruispunt	[kruis][punt]	N(soort,ev,basis,onz,stan)	0.997977	O	I-NP	12	predc
10	met	met	[met]	VZ(init)	0.999688	O	B-PP	9	mod
11	stoplichten	stoplicht	[stop][licht][en]	N(soort,mv,basis)	0.987013	O	B-NP	10	obj1
12	naderen	naderen	[nader][en]	WW(inf,vrij,zonder)	0.925000	O	I-NP	0	ROOT

1	Vader	vader	[vader]	N(soort,ev,basis,zijd,stan)	0.979487	O	B-NP	2	cnj
2	en	en	[en]	VG(neven)	0.998000	O	I-NP	0	ROOT
3	kind	kind	[kind]	N(soort,ev,basis,onz,stan)	0.999255	O	I-NP	2	cnj
4	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.780446	O	B-SBAR	3	mod
5	op	op	[op]	VZ(init)	0.996560	O	B-PP	8	ld
6	een	een	[een]	LID(onbep,stan,agr)	0.985507	O	B-NP	7	det
7	motor	motor	[motor]	N(soort,ev,basis,zijd,stan)	0.994845	O	I-NP	5	obj1
8	zitten	zitten	[zit][en]	WW(inf,vrij,zonder)	0.500000	O	B-VP	4	body
9	voor	voor	[voor]	VZ(init)	0.997845	O	B-PP	8	mod
10	een	een	[een]	LID(onbep,stan,agr)	0.988372	O	B-NP	11	det
11	huis	huis	[huis]	N(soort,ev,basis,onz,stan)	0.996553	O	I-NP	9	obj1
12	met	met	[met]	VZ(init)	0.999761	O	B-PP	11	mod
13	een	een	[een]	LID(onbep,stan,agr)	0.999052	O	B-NP	14	det
14	vlag	vlag	[vlag]	N(soort,ev,basis,zijd,stan)	0.999440	O	I-NP	12	obj1
15	voor	voor	[voor]	VZ(init)	0.967742	O	B-PP	14	mod
16	halloween	halloween	[halloween]	SPEC(vreemd)	1.000000	O	B-NP	15	obj1

1	mensen	mens	[mens][en]	N(soort,mv,basis)	0.999865	O	B-NP	7	cnj
2	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.996918	O	B-SBAR	1	mod
3	in	in	[in]	VZ(init)	0.998790	O	B-PP	6	ld
4	een	een	[een]	LID(onbep,stan,agr)	0.999113	O	B-NP	5	det
5	rij	rij	[rij]	N(soort,ev,basis,zijd,stan)	0.997596	O	I-NP	3	obj1
6	staan	staan	[sta]	WW(inf,vrij,zonder)	0.765957	O	B-VP	2	body
7	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	0	ROOT
8	een	een	[een]	LID(onbep,stan,agr)	0.999560	O	B-NP	9	det
9	bewaker	bewaker	[be][waak][er]	N(soort,ev,basis,zijd,stan)	0.999061	O	I-NP	7	cnj
10	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.782609	O	B-SBAR	9	mod
11	hier	hier	[hier]	VNW(aanw,adv-pron,obl,vol,3o,getal)	0.999607	O	B-NP	13	mod
12	langs	langs	[langs]	VZ(fin)	1.000000	O	B-PP	13	pc
13	loopt	lopen	[loop][t]	WW(pv,tgw,met-t)	0.997807	O	B-VP	10	body
14	.	.	[.]	LET()	1.000000	O	O	13	punct
15	boven	boven	[boven]	VZ(init)	0.989960	O	B-PP	13	mod
16	de	de	[de]	LID(bep,stan,rest)	0.981886	O	B-NP	17	det
17	rij	rij	[rij]	N(soort,ev,basis,zijd,stan)	0.948052	O	I-NP	15	obj1
18	hangt	hangen	[hang][t]	WW(pv,tgw,met-t)	0.999485	O	B-VP	0	ROOT
19	een	een	[een]	LID(onbep,stan,agr)	0.999528	O	B-NP	20	det
20	bord	bord	[bord]	N(soort,ev,basis,onz,stan)	0.997977	O	I-NP	22	mod
21	met	met	[met]	VZ(init)	0.999480	O	I-NP	20	mod
22	do	do	[do]	SPEC(vreemd)	1.000000	O	I-NP	18	su
23	not	not	[not]	SPEC(vreemd)	1.000000	O	I-NP	0	ROOT
24	enter	enter	[ent][er]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	0	ROOT

1	een	een	[een]	LID(onbep,stan,agr)	0.999573	O	B-NP	2	det
2	jongen	jong	[jongen]	N(soort,ev,basis,zijd,stan)	0.960000	O	I-NP	11	su
3	met	met	[met]	VZ(init)	0.999761	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	6	det
5	blauwe	blauw	[blauw][e]	ADJ(prenom,basis,met-e,stan)	0.998739	O	I-NP	6	mod
6	pet	pet	[pet]	N(soort,ev,basis,zijd,stan)	0.998894	O	I-NP	3	obj1
7	op	op	[op]	VZ(init)	0.500000	O	B-PP	6	mod
8	die	die	[die]	VNW(aanw,det,stan,prenom,zonder,rest)	0.735294	O	B-NP	11	None
9	aan_het	aan_het	[aan]_[het]	VZ(init)_LID(bep,stan,evon)	0.992563	O_O	B-PP_I-PP	11	vc
10	skateboarden	skateboarden	[skateboarden]	WW(inf,nom,zonder,zonder-n)	0.857143	O	B-VP	9	body
11	is	zijn	[zijn]	WW(pv,tgw,ev)	0.999765	O	B-VP	0	ROOT
12	met	met	[met]	VZ(init)	0.999480	O	B-PP	0	ROOT
13	veel	veel	[veel]	VNW(onbep,grad,stan,prenom,zonder,agr,basis)	0.987013	O	B-NP	14	det
14	publiek	publiek	[publiek]	N(soort,ev,basis,onz,stan)	0.996804	O	I-NP	12	obj1

1	drie	drie	[drie]	TW(hoofd,prenom,stan)	0.997436	O	B-NP	2	det
2	mannen	man	[man][en]	N(soort,mv,basis)	0.999597	O	I-NP	7	cnj
3	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.760664	O	B-SBAR	2	mod
4	aan_het	aan_het	[aan]_[het]	VZ(init)_LID(bep,stan,evon)	0.699641	O_O	B-PP_B-NP	6	vc
5	wiien	wiien	[wiien]	N(soort,ev,basis,onz,stan)	0.537542	O	I-NP	6	predc
6	zijn	zijn	[zijn]	WW(inf,vrij,zonder)	0.608696	O	B-VP	3	body
7	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	0	ROOT
8	een	een	[een]	LID(onbep,stan,agr)	0.997543	O	B-NP	9	det
9	vrouw	vrouw	[vrouw]	N(soort,ev,basis,zijd,stan)	0.997481	O	I-NP	7	cnj
10	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.689231	O	B-SBAR	9	mod
11	naar	naar	[naar]	VZ(init)	0.970603	O	B-PP	13	pc
12	ze	ze	[ze]	VNW(pers,pron,stan,red,3,ev,fem)	0.625000	O	B-NP	11	obj1
13	kijkt	kijken	[kijk][t]	WW(pv,tgw,met-t)	0.998984	O	B-VP	10	body

