1	Drie	drie	[drie]	TW(hoofd,prenom,stan)	0.996795	O	B-NP	2	det
3	mensen	mens	[mens][en]	N(soort,mv,basis)	0.999865	O	B-NP	4	su
4	staan	staan	[sta]	WW(inf,vrij,zonder)	0.772532	O	B-VP	0	ROOT
5	naar	naar	[naar]	VZ(init)	0.998997	O	B-PP	0	ROOT
6	een	een	[een]	LID(onbep,stan,agr)	0.999038	O	B-NP	7	det
7	tempel	tempel	[tempel]	N(soort,ev,basis,zijd,stan)	0.999117	O	I-NP	5	obj1
8	te	te	[te]	VZ(init)	0.999976	O	B-VP	7	mod
9	kijken	kijken	[kijk][en]	WW(inf,vrij,zonder)	0.994792	O	I-VP	8	body
10	.	.	[.]	LET()	1.000000	O	O	9	punct
11	Veel	veel	[veel]	VNW(onbep,grad,stan,vrij,zonder,basis)	0.980392	O	B-ADJP	0	ROOT
12	van	van	[van]	VZ(init)	0.959310	O	B-PP	11	mod
13	hen	hen	[hen]	VNW(pers,pron,obl,vol,3p,mv)	0.999084	O	B-NP	12	obj1
14	hebben	hebben	[heb][en]	WW(pv,tgw,mv)	0.984000	O	B-VP	0	ROOT
15	een	een	[een]	LID(onbep,stan,agr)	0.999560	O	B-NP	16	det
16	paraplu	paraplu	[paraplu]	N(soort,ev,basis,zijd,stan)	0.998077	O	I-NP	14	obj1
17	.	.	[.]	LET()	1.000000	O	O	16	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	hop-on-hop-off-bus	hop-on-hop-off-bus	[hop-on-hop-off-bus]	N(soort,ev,basis,zijd,stan)	1.000000	O	I-NP	8	su
3	met	met	[met]	VZ(init)	0.999480	O	B-PP	2	mod
4	veel	veel	[veel]	VNW(onbep,grad,stan,prenom,zonder,agr,basis)	0.997010	O	B-NP	5	det
5	mensen	mens	[mens][en]	N(soort,mv,basis)	0.999865	O	I-NP	3	obj1
6	erin	erin	[er][in]	BW()	0.992308	O	B-PP	2	mod
7	,	,	[,]	LET()	1.000000	O	O	6	punct
8	steekt	steken	[steek][t]	WW(pv,tgw,met-t)	0.999485	O	B-VP	0	ROOT
9	een	een	[een]	LID(onbep,stan,agr)	0.999528	O	B-NP	10	det
10	kruispunt	kruispunt	[kruis][punt]	N(soort,ev,basis,onz,stan)	0.996899	O	I-NP	8	su
11	over	over	[over]	VZ(init)	1.000000	O	B-PP	10	mod
12	langs	langs	[langs]	VZ(init)	0.944444	O	B-PP	10	mod
13	een	een	[een]	LID(onbep,stan,agr)	0.999837	O	B-NP	14	det
14	kantoor	kantoor	[kantoor]	N(soort,ev,basis,onz,stan)	0.998361	O	I-NP	12	obj1
15	van	van	[van]	VZ(init)	0.995146	O	B-PP	14	mod
16	Apple	Apple	[Apple]	SPEC(deeleigen)	1.000000	B-ORG	B-NP	15	obj1
17	.	.	[.]	LET()	1.000000	O	O	16	punct

1	Twee	twee	[twee]	TW(hoofd,prenom,stan)	0.661191	O	B-NP	2	det
2	jongens	jongen	[jongen][s]	N(soort,mv,basis)	0.999466	O	I-NP	3	su
3	zitten	zitten	[zit][en]	WW(pv,tgw,mv)	0.575758	O	B-VP	0	ROOT
4	aan	aan	[aan]	VZ(init)	0.983740	O	B-PP	3	ld
5	tafel	tafel	[tafel]	N(soort,ev,basis,zijd,stan)	0.999117	O	B-NP	4	obj1
6	te	te	[te]	VZ(init)	0.907459	O	B-VP	8	cnj
7	eten	eten	[eet][en]	WW(inf,vrij,zonder)	0.671429	O	I-VP	6	body
8	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	4	obj1
9	twee	twee	[twee]	TW(hoofd,prenom,stan)	0.990826	O	B-NP	11	det
10	andere	ander	[ander][e]	ADJ(prenom,basis,met-e,stan)	0.997232	O	I-NP	11	mod
11	jongens	jongen	[jongen][s]	N(soort,mv,basis)	0.999466	O	I-NP	12	su
12	staan	staan	[sta]	WW(pv,tgw,mv)	0.619048	O	B-VP	8	cnj
13	naast	naast	[naast]	VZ(init)	0.917140	O	B-PP	12	ld
14	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	15	det
15	tafel	tafel	[tafel]	N(soort,ev,basis,zijd,stan)	0.998077	O	I-NP	13	obj1
16	.	.	[.]	LET()	1.000000	O	O	15	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	3	det
2	druk	druk	[druk]	ADJ(prenom,basis,zonder)	0.965517	O	I-NP	3	mod
3	kruispunt	kruispunt	[kruis][punt]	N(soort,ev,basis,onz,stan)	0.998536	O	I-NP	0	ROOT
4	waar	waar	[waar]	VNW(vb,adv-pron,obl,vol,3o,getal)	0.823774	O	B-SBAR	3	mod
5	veel	veel	[veel]	VNW(onbep,grad,stan,prenom,zonder,agr,basis)	0.972754	O	B-NP	6	det
6	auto's	auto	[auto][s]	N(soort,mv,basis)	0.998262	O	I-NP	7	obj1
7	rijden	rijden	[rijd][en]	WW(inf,vrij,zonder)	0.526316	O	B-VP	4	body
8	met	met	[met]	VZ(init)	0.999480	O	B-PP	7	mod
9	aan	aan	[aan]	VZ(init)	0.993151	O	B-PP	8	mod
10	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	11	det
11	zijkant	zijkant	[zij][kant]	N(soort,ev,basis,zijd,stan)	0.994444	O	I-NP	12	me
12	hoge	hoog	[hoog][e]	ADJ(prenom,basis,met-e,stan)	0.999790	O	B-NP	13	mod
13	gebouwen	gebouw	[ge][bouw][en]	N(soort,mv,basis)	0.999315	O	I-NP	9	obj1
14	met	met	[met]	VZ(init)	0.999688	O	B-PP	13	mod
15	billboards	billboard	[bill][board][s]	N(soort,mv,basis)	0.990748	O	B-NP	8	obj1
16	.	.	[.]	LET()	1.000000	O	O	15	punct

1	Twee	twee	[twee]	TW(hoofd,prenom,stan)	0.661191	O	B-NP	2	det
2	vrouwen	vrouw	[vrouw][en]	N(soort,mv,basis)	0.999466	O	I-NP	3	su
3	zitten	zitten	[zit][en]	WW(pv,tgw,mv)	0.800000	O	B-VP	0	ROOT
4	op	op	[op]	VZ(init)	0.996560	O	B-PP	3	ld
5	een	een	[een]	LID(onbep,stan,agr)	0.999573	O	B-NP	6	det
6	bankje	bank	[bank][je]	N(soort,ev,dim,onz,stan)	0.999323	O	I-NP	7	cnj
7	en	en	[en]	VG(neven)	0.999526	O	B-CONJP	4	obj1
8	achter	achter	[achter]	VZ(init)	0.997587	O	B-PP	11	mod
9	de	de	[de]	LID(bep,stan,rest)	0.999852	O	B-NP	10	det
10	vrouwen	vrouw	[vrouw][en]	N(soort,mv,basis)	0.998020	O	I-NP	8	obj1
11	staat	staan	[sta][t]	WW(pv,tgw,met-t)	0.925000	O	B-VP	7	cnj
12	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	14	det
13	andere	ander	[ander][e]	ADJ(prenom,basis,met-e,stan)	0.996998	O	I-NP	14	mod
14	vrouw	vrouw	[vrouw]	N(soort,ev,basis,zijd,stan)	0.997481	O	I-NP	15	cnj
15	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	3	cnj
16	een	een	[een]	LID(onbep,stan,agr)	0.999573	O	B-NP	17	det
17	man	man	[man]	N(soort,ev,basis,zijd,stan)	0.997938	O	I-NP	15	cnj
18	met	met	[met]	VZ(init)	0.999761	O	B-PP	17	mod
19	een	een	[een]	LID(onbep,stan,agr)	0.999052	O	B-NP	20	det
20	pleister	pleister	[pleister]	N(soort,ev,basis,zijd,stan)	0.998306	O	I-NP	18	obj1
21	op	op	[op]	VZ(init)	0.991935	O	B-PP	20	mod
22	zijn	zijn	[zijn]	VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr)	0.972766	O	B-NP	23	det
23	hoofd	hoofd	[hoofd]	N(soort,ev,basis,onz,stan)	0.996553	O	I-NP	21	obj1
24	.	.	[.]	LET()	1.000000	O	O	23	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	3	det
2	regenachtige	regenachtig	[regen][achtig][e]	ADJ(prenom,basis,met-e,stan)	0.999837	O	I-NP	3	mod
3	straat	straat	[straat]	N(soort,ev,basis,zijd,stan)	0.998581	O	I-NP	0	ROOT
4	waar	waar	[waar]	VNW(vb,adv-pron,obl,vol,3o,getal)	0.823774	O	B-SBAR	3	mod
5	twee	twee	[twee]	TW(hoofd,prenom,stan)	0.992147	O	B-NP	7	det
6	gele	geel	[geel][e]	ADJ(prenom,basis,met-e,stan)	0.999790	O	I-NP	7	mod
7	taxi's	taxi	[taxi][s]	N(soort,mv,basis)	0.998262	O	I-NP	8	obj1
8	rijden	rijden	[rijd][en]	WW(inf,vrij,zonder)	0.526316	O	B-VP	0	ROOT
9	met	met	[met]	VZ(init)	0.999480	O	B-PP	8	mod
10	veel	veel	[veel]	VNW(onbep,grad,stan,prenom,zonder,agr,basis)	0.647059	O	B-NP	11	mod
11	geparkeerde	parkeren	[ge][park][eer][de]	WW(vd,prenom,met-e)	0.994382	O	I-NP	12	mod
12	auto's	auto	[auto][s]	N(soort,mv,basis)	0.997892	O	I-NP	9	obj1
13	langs	langs	[langs]	VZ(init)	0.715439	O	B-PP	12	mod
14	de	de	[de]	LID(bep,stan,rest)	0.992366	O	B-NP	15	det
15	weg	weg	[weg]	N(soort,ev,basis,zijd,stan)	1.000000	O	I-NP	13	obj1
16	.	.	[.]	LET()	1.000000	O	O	15	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	slaapkamer	slaapkamer	[slaap][kamer]	N(soort,ev,basis,zijd,stan)	0.999295	O	I-NP	7	cnj
3	met	met	[met]	VZ(init)	0.999480	O	B-PP	2	mod
4	twee	twee	[twee]	TW(hoofd,prenom,stan)	0.992147	O	B-NP	6	det
5	losse	los	[los][e]	ADJ(prenom,basis,met-e,stan)	0.999790	O	I-NP	6	mod
6	bedden	bed	[bed][en]	N(soort,mv,basis)	0.997993	O	I-NP	3	obj1
7	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	0	ROOT
8	een	een	[een]	LID(onbep,stan,agr)	0.999560	O	B-NP	9	det
9	tegelvloer	tegelvloer	[tegel][vloer]	N(soort,ev,basis,zijd,stan)	0.998077	O	I-NP	7	cnj
10	.	.	[.]	LET()	1.000000	O	O	9	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	man	man	[man]	N(soort,ev,basis,zijd,stan)	0.995858	O	I-NP	3	cnj
3	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	6	su
4	een	een	[een]	LID(onbep,stan,agr)	0.999560	O	B-NP	5	det
5	hond	hond	[hond]	N(soort,ev,basis,zijd,stan)	0.998813	O	I-NP	3	cnj
6	staan	staan	[sta]	WW(pv,tgw,mv)	0.600000	O	B-VP	0	ROOT
7	in	in	[in]	VZ(init)	0.994792	O	B-PP	6	ld
8	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	10	det
9	ouderwetse	ouderwets	[ouderwets][e]	ADJ(prenom,basis,met-e,stan)	0.998739	O	I-NP	10	mod
10	keuken	keuken	[keuken]	N(soort,ev,basis,zijd,stan)	0.998581	O	I-NP	7	obj1
11	waar	waar	[waar]	VNW(vb,adv-pron,obl,vol,3o,getal)	0.989228	O	B-ADVP	10	mod
12	het	het	[het]	VNW(pers,pron,stan,red,3,ev,onz)	0.943396	O	B-NP	15	su
13	erg	erg	[erg]	ADJ(vrij,basis,zonder)	0.998435	O	B-ADJP	14	mod
14	rommelig	rommelig	[rommel][ig]	ADJ(vrij,basis,zonder)	0.983788	O	I-ADJP	15	predc
15	is	zijn	[zijn]	WW(pv,tgw,ev)	0.999447	O	B-VP	11	body

1	Twee	twee	[twee]	TW(hoofd,prenom,stan)	0.661191	O	B-NP	2	det
2	vrouwen	vrouw	[vrouw][en]	N(soort,mv,basis)	0.999466	O	I-NP	3	su
3	zitten	zitten	[zit][en]	WW(inf,vrij,zonder)	0.500000	O	B-VP	15	cnj
4	naast	naast	[naast]	VZ(init)	0.917140	O	B-PP	15	cnj
5	elkaar	elkaar	[elkaar]	VNW(recip,pron,obl,vol,persoon,mv)	0.999786	O	B-NP	4	obj1
6	aan	aan	[aan]	VZ(init)	0.750000	O	B-PP	4	body
7	tafel	tafel	[tafel]	N(soort,ev,basis,zijd,stan)	0.999117	O	B-NP	6	obj1
8	te	te	[te]	VZ(init)	0.907459	O	B-VP	4	body
9	eten	eten	[eet][en]	WW(inf,vrij,zonder)	0.837563	O	I-VP	8	body
10	.	.	[.]	LET()	1.000000	O	O	9	punct
11	De	de	[de]	LID(bep,stan,rest)	0.929825	O	B-NP	13	det
12	linkse	links	[links][e]	ADJ(prenom,basis,met-e,stan)	0.999745	O	I-NP	13	mod
13	vrouw	vrouw	[vrouw]	N(soort,ev,basis,zijd,stan)	0.997481	O	I-NP	14	su
14	lacht	lachen	[lach][t]	WW(pv,tgw,met-t)	0.998069	O	B-VP	15	cnj
15	en	en	[en]	VG(neven)	0.999727	O	B-CONJP	0	ROOT
16	de	de	[de]	LID(bep,stan,rest)	0.999163	O	B-NP	18	det
17	andere	ander	[ander][e]	ADJ(prenom,basis,met-e,stan)	0.996998	O	I-NP	18	mod
18	vrouw	vrouw	[vrouw]	N(soort,ev,basis,zijd,stan)	0.997481	O	I-NP	15	cnj
19	niet	niet	[niet]	BW()	0.999881	O	B-ADVP	18	mod
20	.	.	[.]	LET()	1.000000	O	O	19	punct
21	Hun	hun	[hun]	VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr)	0.928571	O	B-NP	23	det
22	beide	beide	[beide]	VNW(onbep,grad,stan,prenom,met-e,mv,basis)	0.998415	O	I-NP	23	det
23	borden	bord	[bord][en]	N(soort,mv,basis)	0.999779	O	I-NP	24	su
24	zijn	zijn	[zijn]	WW(pv,tgw,mv)	0.875874	O	B-VP	0	ROOT
25	leeg	leeg	[leeg]	ADJ(vrij,basis,zonder)	0.991525	O	B-ADJP	24	predc
26	.	.	[.]	LET()	1.000000	O	O	25	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	aantal	aantal	[aan][tal]	N(soort,ev,basis,onz,stan)	0.999790	O	I-NP	4	su
3	kinderen	kind	[kind][en]	N(soort,mv,basis)	0.997633	O	I-NP	2	mod
4	zit	zitten	[zit]	WW(pv,tgw,ev)	0.997706	O	B-VP	0	ROOT
5	op	op	[op]	VZ(init)	0.998308	O	B-PP	4	mod
6	groene	groen	[groen][e]	ADJ(prenom,basis,met-e,stan)	0.999813	O	B-NP	7	mod
7	stoelen	stoel	[stoel][en]	N(soort,mv,basis)	0.969697	O	I-NP	5	obj1
8	pizza	pizza	[pizza]	N(soort,ev,basis,zijd,stan)	0.999117	O	B-NP	7	mod
9	te	te	[te]	VZ(init)	0.907459	O	B-VP	5	cnj
10	eten	eten	[eet][en]	WW(inf,vrij,zonder)	0.837563	O	I-VP	9	body
11	.	.	[.]	LET()	1.000000	O	O	10	punct
12	Op	op	[op]	VZ(init)	0.998182	O	B-PP	16	mod
13	de	de	[de]	LID(bep,stan,rest)	0.981886	O	B-NP	15	det
14	achterste	achter	[achter][st][e]	ADJ(prenom,basis,met-e,stan)	0.646154	O	I-NP	15	mod
15	rij	rij	[rij]	N(soort,ev,basis,zijd,stan)	0.946004	O	I-NP	16	su
16	zit	zitten	[zit]	WW(pv,tgw,ev)	0.994691	O	B-VP	0	ROOT
17	een	een	[een]	LID(onbep,stan,agr)	0.994792	O	B-NP	0	ROOT
18	stel	stellen	[stel]	WW(pv,tgw,ev)	0.947368	O	B-VP	0	ROOT
19	ook	ook	[ook]	BW()	0.999979	O	B-ADVP	18	mod
20	pizza	pizza	[pizza]	N(soort,ev,basis,zijd,stan)	0.999117	O	B-NP	22	obj1
21	te	te	[te]	VZ(init)	0.907459	O	B-VP	20	mod
22	eten	eten	[eet][en]	WW(inf,vrij,zonder)	0.837563	O	I-VP	18	vc
23	.	.	[.]	LET()	1.000000	O	O	22	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	aantal	aantal	[aan][tal]	N(soort,ev,basis,onz,stan)	0.999790	O	I-NP	0	ROOT
3	overstekende	oversteken	[over][steek][end][e]	WW(od,prenom,met-e)	0.960000	O	I-NP	4	mod
4	mensen	mens	[mens][en]	N(soort,mv,basis)	0.996139	O	I-NP	2	mod
5	op	op	[op]	VZ(init)	0.996441	O	B-PP	4	mod
6	een	een	[een]	LID(onbep,stan,agr)	0.998058	O	B-NP	7	det
7	kruispunt	kruispunt	[kruis][punt]	N(soort,ev,basis,onz,stan)	0.997977	O	I-NP	5	obj1
8	met	met	[met]	VZ(init)	0.999480	O	B-PP	7	mod
9	aan	aan	[aan]	VZ(init)	0.993151	O	B-PP	8	mod
10	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	11	det
11	overkant	overkant	[over][kant]	N(soort,ev,basis,zijd,stan)	0.996536	O	I-NP	9	obj1
12	een	een	[een]	LID(onbep,stan,agr)	0.999528	O	I-NP	13	det
13	tankstation	tankstation	[tank][station]	N(soort,ev,basis,onz,stan)	0.997303	O	I-NP	8	obj1
14	.	.	[.]	LET()	1.000000	O	O	13	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	aantal	aantal	[aan][tal]	N(soort,ev,basis,onz,stan)	0.999790	O	I-NP	4	su
3	kinderen	kind	[kind][en]	N(soort,mv,basis)	0.997633	O	I-NP	2	mod
4	zit	zitten	[zit]	WW(pv,tgw,ev)	0.997706	O	B-VP	0	ROOT
5	achter	achter	[achter]	VZ(init)	0.697529	O	B-PP	14	mod
6	hun	hun	[hun]	VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr)	0.999304	O	B-NP	7	det
7	laptop	laptop	[laptop]	N(soort,ev,basis,zijd,stan)	0.999172	O	I-NP	5	obj1
8	aan	aan	[aan]	VZ(init)	0.933333	O	B-PP	7	mod
9	een	een	[een]	LID(onbep,stan,agr)	0.999837	O	B-NP	10	det
10	bureau	bureau	[bureau]	N(soort,ev,basis,onz,stan)	0.997310	O	I-NP	8	obj1
11	.	.	[.]	LET()	1.000000	O	O	10	punct
12	De	de	[de]	LID(bep,stan,rest)	0.998521	O	B-NP	13	det
13	kinderen	kind	[kind][en]	N(soort,mv,basis)	0.997633	O	I-NP	14	obj1
14	kijken	kijken	[kijk][en]	WW(inf,vrij,zonder)	0.600000	O	B-VP	4	vc
15	naar	naar	[naar]	VZ(init)	0.999495	O	B-PP	14	ld
16	het	het	[het]	LID(bep,stan,evon)	0.999914	O	B-NP	17	det
17	scherm	scherm	[scherm]	N(soort,ev,basis,onz,stan)	0.996268	O	I-NP	15	obj1
18	.	.	[.]	LET()	1.000000	O	O	17	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	groep	groep	[groep]	N(soort,ev,basis,zijd,stan)	0.997481	O	I-NP	4	su
3	mensen	mens	[mens][en]	N(soort,mv,basis)	0.995370	O	B-NP	2	mod
4	zit	zitten	[zit]	WW(pv,tgw,ev)	0.962963	O	B-VP	7	cnj
5	aan	aan	[aan]	VZ(init)	0.983740	O	B-PP	4	ld
6	tafel	tafel	[tafel]	N(soort,ev,basis,zijd,stan)	0.999176	O	B-NP	5	obj1
7	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	0	ROOT
8	dragen	dragen	[draag][en]	WW(inf,vrij,zonder)	0.500000	O	B-NP	7	cnj
9	paarse	paars	[paars][e]	ADJ(prenom,basis,met-e,stan)	0.973671	O	I-NP	10	cnj
10	en	en	[en]	VG(neven)	0.999194	O	I-NP	12	mod
11	blauwe	blauw	[blauw][e]	ADJ(prenom,basis,met-e,stan)	0.999143	O	I-NP	10	cnj
12	mutsen	muts	[muts][en]	N(soort,mv,basis)	0.999588	O	I-NP	0	ROOT
13	.	.	[.]	LET()	1.000000	O	O	12	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	aantal	aantal	[aan][tal]	N(soort,ev,basis,onz,stan)	0.999790	O	I-NP	4	su
3	snowboarders	snowboarder	[snow][boar][der][s]	N(soort,mv,basis)	1.000000	O	I-NP	2	mod
4	poseert	poseren	[pose][eer][t]	WW(pv,tgw,met-t)	0.998937	O	B-VP	0	ROOT
5	voor	voor	[voor]	VZ(init)	0.998512	O	B-PP	4	mod
6	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	7	det
7	camera	camera	[camera]	N(soort,ev,basis,zijd,stan)	0.999756	O	I-NP	5	obj1
8	in	in	[in]	VZ(init)	0.931125	O	B-PP	7	mod
9	hun	hun	[hun]	VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr)	0.918501	O	B-NP	10	det
10	snowboardkleding	snowboardkleding	[snow][board][kleed][ing]	N(soort,ev,basis,zijd,stan)	1.000000	O	I-NP	8	obj1
11	in	in	[in]	VZ(init)	0.999525	O	B-PP	10	mod
12	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	13	det
13	sneeuw	sneeuw	[sneeuw]	N(soort,ev,basis,zijd,stan)	0.998077	O	I-NP	11	obj1
14	.	.	[.]	LET()	1.000000	O	O	13	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.500000	O	B-NP	5	det
2	van	van	[van]	VZ(init)	0.973586	O	B-PP	4	mod
3	Lego	Lego	[Lego]	SPEC(deeleigen)	1.000000	B-LOC	B-NP	2	obj1
4	gemaakte	maken	[ge][maak][t][e]	WW(vd,prenom,met-e)	0.995296	O	I-NP	5	mod
5	verzameling	verzameling	[ver][zamel][ing]	N(soort,ev,basis,zijd,stan)	0.999602	O	I-NP	0	ROOT
6	van	van	[van]	VZ(init)	0.998701	O	B-PP	5	mod
7	auto	auto	[auto]	N(soort,ev,basis,zijd,stan)	0.999220	O	B-NP	6	obj1
8	's	zijn	['s]	WW(pv,tgw,ev)	0.994429	O	B-ADVP	0	ROOT
9	,	,	[,]	LET()	1.000000	O	O	8	punct
10	bussen	bus	[bus][en]	N(soort,mv,basis)	0.997993	O	B-NP	11	cnj
11	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	8	predc
12	vrachtwagens	vrachtwagen	[vracht][wagen][s]	N(soort,mv,basis)	0.996082	O	B-NP	11	cnj
13	.	.	[.]	LET()	1.000000	O	O	12	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	3	det
2	oude	oud	[oud][e]	ADJ(prenom,basis,met-e,stan)	0.999837	O	I-NP	3	mod
3	touringcar	touringcar	[touringcar]	N(soort,ev,basis,zijd,stan)	0.998454	O	I-NP	8	su
4	met	met	[met]	VZ(init)	0.999761	O	B-PP	3	mod
5	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-DETP	7	det
6	rood	rood	[rood]	ADJ(prenom,basis,zonder)	0.986111	O	B-ADJP	7	mod
7	dak	dak	[dak]	N(soort,ev,basis,onz,stan)	0.997085	O	B-NP	4	obj1
8	staat	staan	[sta][t]	WW(pv,tgw,met-t)	0.973585	O	B-VP	0	ROOT
9	op	op	[op]	VZ(init)	0.996560	O	B-PP	8	ld
10	een	een	[een]	LID(onbep,stan,agr)	0.999286	O	B-NP	11	det
11	parkeerplaats	parkeerplaats	[park][eer][plaats]	N(soort,ev,basis,zijd,stan)	0.998077	O	I-NP	9	obj1
12	.	.	[.]	LET()	1.000000	O	O	11	punct

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	bed	bed	[bed]	N(soort,ev,basis,onz,stan)	0.997977	O	I-NP	15	su
3	met	met	[met]	VZ(init)	0.999480	O	B-PP	2	mod
4	daarop	daarop	[daar][op]	BW()	0.994536	O	B-PP	3	mod
5	een	een	[een]	LID(onbep,stan,agr)	0.998962	O	B-NP	6	det
6	laptop	laptop	[laptop]	N(soort,ev,basis,zijd,stan)	0.999633	O	I-NP	3	obj1
7	,	,	[,]	LET()	1.000000	O	O	6	punct
8	afstandsbediening	afstandsbediening	[afstand][s][be][dien][ing]	N(soort,ev,basis,zijd,stan)	0.998248	O	B-NP	9	cnj
9	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	3	obj1
10	X-Box-controller	X-Box-controller	[X-Box-controller]	SPEC(deeleigen)	1.000000	B-LOC	B-NP	9	cnj
11	.	.	[.]	LET()	1.000000	O	O	10	punct
12	Op	op	[op]	VZ(init)	0.998182	O	B-PP	15	ld
13	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	14	det
14	achtergrond	achtergrond	[achter][grond]	N(soort,ev,basis,zijd,stan)	0.997976	O	I-NP	12	obj1
15	zit	zitten	[zit]	WW(pv,tgw,ev)	0.994691	O	B-VP	0	ROOT
16	een	een	[een]	LID(onbep,stan,agr)	0.999573	O	B-NP	17	det
17	man	man	[man]	N(soort,ev,basis,zijd,stan)	0.995858	O	I-NP	15	su
18	aan	aan	[aan]	VZ(init)	0.976959	O	B-PP	17	mod
19	een	een	[een]	LID(onbep,stan,agr)	0.998054	O	B-NP	20	det
20	tafel	tafel	[tafel]	N(soort,ev,basis,zijd,stan)	0.998701	O	I-NP	18	obj1
